ref_no,title,tender_value,bid_submission_end_date,emd,bid_open_date
16/EE(E)/DED-51/NIT/2025-26,"Replacement of MS Poles at SPG Complex Sector -8, Dwarka, New Delhi. (SH Replacement of existing CVCF System)Subwork/Packages:Replacement of MS Poles at SPG Complex Sector -8, Dwarka, New Delhi (SH Replacement of existing CVCF System)","₹22,20,692",05/06/2025 15:00,"₹44,414",05/06/2025 15:30
62/AE(E)-I/FESD/2025-26,"Supply, Installation, (Erection) & Testing, Commissioning of Flag Mast Near Surya Bhawan & High Mast with Flood Lights at various locations to illuminate NISE Campus.(Providing and fixing Fire retardant Electrical HV flooring in PVFT lab and other location)Subwork/Packages:providing and fixing fire retardant Electrical HV flooring in PVFT lab and other location.","₹4,94,670",04/06/2025 15:00,"₹9,893",04/06/2025 15:30
08/EE/LD/2025-26,"Providing and fixing bamboo jaffari on boundary wall of D-II type flats, Kaka nagar, New Delhi.Subwork/Packages:Providing and fixing bamboo jaffari on boundary wall of D-II type flats, Kaka nagar, New Delhi.","₹5,70,622",04/06/2025 15:00,"₹11,412",04/06/2025 15:30
17/EE(E)/DED-51/NIT/2025-26,"SITC of UPS, DG Set, Data Networking including Raceway Solar and CCTV in Additional Academic Block at Gargi College Premises in Gargi College, Siri Fort Road, New Delhi (SH SITC of UPS in Additional Academic Block at Gargi College)Subwork/Packages:SITC of UPS, DG Set, Data Networking including Raceway Solar and CCTV in Additional Academic Block at Gargi College Premises in Gargi College, Siri Fort Road, New Delhi (SH SITC of UPS in Additional Academic Block at Gargi College)","₹20,22,992",05/06/2025 15:00,"₹40,460",05/06/2025 15:30
28/EE(E)/GNR-I/2025-26 - Recall 1,"Operation & Comprehensive Maintenance of 1 no. 13 passenger lift and Downcomer fire fighting system, intelligent addressable fire alarm system installed at GSI office building Sector-10, Gandhinagar during year 2025-26","₹19,43,609",04/06/2025 15:00,"₹38,872",04/06/2025 15:30
06/NIT/EE/BBSR-III/CPWD/2025-26,"Renovation and upgradation of toilets & exterior painting of regional core library and boundary walls for RCL and other buildings  of GSI office at Bhubaneswar, Odisha during the FY 2025-26.","₹69,83,593",04/06/2025 15:00,"₹1,39,672",04/06/2025 15:30
18/EE(E)/DED-51/NIT/2025-26,"Annual Repair and Maintenance of SPG Complex Sector 8 Dwarka New Delhi (SH Renovation of Toilets in Kendriya School, Vidhyaram School Hostel No. 2 and Residential Qtrs at SPG Complex)Subwork/Packages:Annual Repair and Maintenance of SPG Complex Sector 8, Dwarka, New Delhi (SH Renovation of Toilets in Kendriya Vidyalaya School, Vidhyaram School Hostel No. 2 and Residential Qtrs at SPG Complex)","₹23,32,891",05/06/2025 15:00,"₹46,658",05/06/2025 15:30
03/EE (E )/DED/2025-26,"Construction of 80 seated Girls Hostel with Construction of Dining Hall, Kitchen, MI Room, warden room, Matron room, store and women employee room for 80 seated Hostel at Sainik School, Purulia, West Bengal. (SH: Providing service connection with UG cable and outdoor Feeder Pillar)","₹4,15,803",04/06/2025 15:00,"₹8,316",04/06/2025 15:30
24/EE E/DED-61/2025-26,RMO VARIOUS ELECTRICAL AND MECHANICAL SERVICES AT NCERT STAFF QTRS NASIRPUR NEW DELHI,"₹9,18,700",04/06/2025 15:00,"₹18,374",04/06/2025 15:30
31/05/NIT/AE-II/EE-KOL-III/CPWD/2025-2026,"Repair and miscellaneous work south portion of 4th floor E wing newly occupied by ASI office at CGO complex, DF Block, Salt lake, Kolkata during 2025-26.","₹5,54,250",04/06/2025 15:00,"₹11,085",04/06/2025 15:30
70/EE(E)/HCED/2025-26,PROVIDING E AND M WORKS SERVICES AT HAF GZB SH REPAIRING OF MSIC LED FITTING AND FANS IN TECHNICAL AREA AT HAF,"₹13,67,367",06/06/2025 15:00,"₹27,347",06/06/2025 15:30
71/EE(E)/HCED/2025-26,RMO VARIOUS E AND M SERVICES AT NSSTA KNOWLEDGE PARK II AT GREATER NOIDA UP SH ANNUAL COMPREHENSIVE MAINTENANCE OF PEGASUS MAKE UPS SYSTEM,"₹13,56,048",06/06/2025 15:00,"₹27,121",06/06/2025 15:30
06/EE(E)/JED/2025-26,"Shifting of existing panel near CPWD Guest House Satwari to CPWD Sub-Station & laying of XLPE Cable at CPWD Office Complex, Jammu.","₹7,76,367",04/06/2025 15:00,"₹15,527",04/06/2025 15:30
14/EE/Jammu Division/2025-26/2,"Construction of Boundary wall under Operation Kawach at Bn HQ BSF Campus, Sunderbani, Distt. Rajouri (J&K) under Jammu Frontier. SW: Consultancy Services for preparation & providing of structural drawings of boundary wall and associated structures for Bn HQ & SHQ campus at BSF Sunderbani.Subwork/Packages:Consultancy services for preparation & providing of strucutral drawings of boundary wall and associated structures for Bn HQ & SHQ Campus at BSF Sunderbani","₹3,53,500",04/06/2025 15:00,"₹7,070",04/06/2025 15:30
72/EE(E)/HCED/2025-26,PROVIDING E AND M WORK SERIVICES AT HAF GZB SH REPAIR OF STREET LIGHT AND PARAMETER LIGHTING IN THE HINDAN AF STN,"₹13,68,159",06/06/2025 15:00,"₹27,363",06/06/2025 15:30
73/EE(E)/HCED/2025-26,PROVIDING ELECTRICAL AND MECHANICAL WORKS SERIVCES FOR MS RESDL TOWER FOR INCOME TAX DEPTT AT VAISHALI GZB SH COMPREHENSIVE AMC MAINTENANCE OF KONE MAKE LIFT AT RESIDENTIAL TOWERS,"₹13,82,040",06/06/2025 15:00,"₹27,641",06/06/2025 15:30
74/EE(E)/HCED/2025-26,PROVIDING E AND M WORK SERVICES AT HAF GZB SH MISC REPAIRING WORK IN DOMESTIC AREA AT AF STATION HINDAN DURING 2025-26,"₹22,69,994",06/06/2025 15:00,"₹45,400",06/06/2025 15:30
68/AE(E)/HESD/2025-26,Provisioning of Misc. Electrical Work in 11 AFH Family Ward at AF Hindan.,"₹5,99,509",06/06/2025 15:00,"₹11,990",06/06/2025 15:30
75/EE(E)/HCED/2025-26,PROVIDING E AND M WORK SERVICES AT HAF GZB SH OPEATION AND ROUTINE MAINTENNACE OF CENTRAL AC PLANT INSTALLED IN IGLOO BUILDING AT TECHNICAL AREA HAF,"₹14,74,740",06/06/2025 15:00,"₹29,495",06/06/2025 15:30
69/AE(E)/HESD/2025-26,Laying of Different size cables and its accessories for Air Force School at AF Station Hindan.,"₹5,94,864",06/06/2025 15:00,"₹11,897",06/06/2025 15:30
76/EE(E)/HCED/2025-26,PROVIDING E AND M WORK SERVICES AT HAF GHAZIABAD UP SH ROUTINE MAINTENANCE OF FIRE DETECTOR & FIRE ALARM SYSTEM INSTALLED AT VARIOUS LOCATIONS IN TECHNICAL AREA,"₹9,04,234",06/06/2025 15:00,"₹18,085",06/06/2025 15:30
01/SEcumPD/AIIMS/CPWD/BBSR/2025-26,"Construction of additional 3 floors for CCHB building at AIIMS, Bhubaneswar. (SH: Additional E & M works)","₹6,24,26,905",19/06/2025 15:00,"₹12,48,538",19/06/2025 15:30
13/NIT/EE(E) RANCHI-II/CPWD/2025-26,"SITC of 125 KVA DG set for farmers hostel cum multipurpose centre at ICAR-IIAB Campus Garhkhatanga, RanchiSubwork/Packages:SITC of 125 KVA DG set for farmers hostel cum multipurpose centre at ICAR-IIAB","₹8,41,114",10/06/2025 15:00,"₹16,822",10/06/2025 15:30
30/NIT/EE-KOL-III/CPWD/2025-26,"Emergency repair and restoration of 15, GSI non-residential building at Kyd Street, Kolkata-20 during 2025-26. SH:- Providing & fixing GRC Screen.","₹25,67,863",04/06/2025 15:00,"₹51,357",04/06/2025 15:30
21/EEE/DED-81/2025-26,RUNNING AND MAINTENANCE OF VARIOUS E AND M SERVICES AT NIC BLDG AT CGO COMPLEX LODHI ROAD NEW DELHI DURING 2025-26 SH- COMPREHENSIVE MAINTENANCE OF BLUE STAR MAKE VRV/VRF SYSTEMSubwork/Packages:SH- COMPREHENSIVE MAINTENANCE OF BLUE STAR MAKE VRV/VRF SYSTEM,"₹3,55,759",04/06/2025 17:00,"₹7,115",04/06/2025 17:30
08/DDH/ADH/KHSD-II/CPWD/KOL/2025-26,"Maintenance of Horticulture work at Non-Residential area, Nizam Palace, Kolkata during 2025-26. SH: Providing services of 01 (One) no. computer operator (Skilled) and 01 (One) no. Un-skilled personnel at O/o the Dy. Director (Hort.), KHD, CPWD, Nizam Palace, Kolkata.","₹3,18,219",09/06/2025 15:00,"₹6,364",09/06/2025 15:30
02/AE(E)/IIT & AIIMS/PESD-I/2025-26.,"Construction of Acedemic & Residential complexes under phase II for the campus of IIT Campus ,Bihta.SH-Providing and fixing of exhaust fans AC Points etc in Hospital building.Subwork/Packages:Providing and fixing of exhaust fans AC Points etc in Hospital building","₹2,98,518",04/06/2025 15:00,"₹5,971",04/06/2025 15:30
54/AE-II/EE/Mumbai-IV/2025-26,"A/R & M/O to Nirman Sadan, Sector-I, Kane Nagar, Mumbai-37. During 2025-26. SH : Providing services of computer operator & Multi Tasking staff at Sub Division-II, Mumbai-IV.Subwork/Packages:A/R & M/O to Nirman Sadan, Sector-I, Kane Nagar, Mumbai-37. During 2025-26. SH: Providing Of computer operator & Multi-Tasking staff at Sub Division-II, Mumbai-IV.","₹5,10,580",04/06/2025 15:00,"₹10,212",04/06/2025 15:30
02/AE-E-ROURKELA/2025-2026,"C/o 1500 bedded girls hostel at NIT Rourkela, Odisha. SH: SITC of Split AC at CPWD Office inside NIT CampusSubwork/Packages:SITC of Split AC at CPWD Office inside NIT Campus","₹3,91,960",09/06/2025 15:00,"₹7,839",09/06/2025 15:30
67/EE(E)/DED-101/2025-26,"MOEI & fans in C/S Bldg. at North Block, New Delhi. (SH: Operation & maintenance of Electrical Enquiry.)","₹84,06,256",04/06/2025 15:00,"₹1,68,125",04/06/2025 15:30
62/EE/PaWD-I/2025-26,A/R & M/O to MPs Flats/Bungalows under Sub Div-II of PaWD-I dg.2025-26 (SH:  Wood work in various bungalows)Subwork/Packages:Wood work in various bungalows,"₹14,70,839",04/06/2025 15:00,"₹29,417",04/06/2025 15:30
32/2025-26/R-Divn/Delhi,"Provision of drains in Marut Camp, Air Force Station, New Delhi (SH: Cleaning of Grease Trap in RCC, Marut & Tejas Camp and Akash Officers Mess, Dr. Zakir Hussain Marg, New Delhi)","₹4,60,460",05/06/2025 15:00,"₹9,209",05/06/2025 15:30
34/2025-26/R-Divn/Delhi,Work Services for demolishing of Building No. 28 and Construction of Living-in Billets at AFND (SH: Repair & maintenance of damaged footpath and certain misc works at Marut & Tejas Camp),"₹5,70,977",05/06/2025 15:00,"₹11,420",05/06/2025 15:30
10/SE/11/EE/AMKT/2024-25 (Modified),"C/o Eklavya Model Residential School at Pushprajgarh, Distt- Anuppur (M.P.) SH:- C/o School Building (G plus 2), Girls Hostel (G plus 2), Boys Hostel (G plus 2), Warden residences (2 Nos.) Principal Qtr. 10 Nos. Type II qtrs (G plus 2), 15 Nos. Type - III Qtrs. (G Plus 1), Guest House, Kitchen & Dining, substation, pump room, sentry post i/c internel water supply, Sanitary installation, drainage Internal & External electric installation and development works i.e. 2 No. Borewell, 4 Nos. septic tanks, Road works Retaining wall and compound wall etc. - Recall.","₹35,56,31,025",11/06/2025 15:00,"₹45,56,310",11/06/2025 15:30
08/NIT/CE/EE/AHMD/2025-26,"Renovation of NCSC office at 4th floor of BSNL office building, C.G.Road, Ahmedabad including Internal water supply, Sanitary installation, Internal E.I. and other services.","₹1,12,87,086",04/06/2025 15:00,"₹2,25,742",04/06/2025 15:30
35/2025-26/R-Divn/Delhi,"AR&MO: Repair & maintenance of damaged/ missing plaster and tile work at various location and associated work in Marut & Tejas Camp, Air Force Station New Delhi (SH: Repair & maintenance of damaged/ missing granite & tile work opposite Amber Hall Lawn Boundary Wall at RCC)","₹5,70,725",05/06/2025 15:00,"₹11,415",05/06/2025 15:30
04/EE-RKL/CPWD/2025-26,"Third Party Quality Assurances for Construction of EMRS School Building (G plus 2), Boys Hostel Building (G plus 2), Girls hostel Building (G plus 2), 2 nos warden residence (S/S), kitchen and Dining block (S/S), Principal Quarter (S/S), 12 nos Type -III Qtrs (G plus 2), 4 nos Type-III Qtrs (G plus 1), 10 nos Type -II Qtrs (G plus 2) including water supply and sanitary installation, IEI, Sub Stations, Pump house, DGS set, Fire Fighting, Fire Alarm etc. and Development  of site & other miscellaneous work at Nuagaon (Hatibari), Dist-Sundargarh, Odisha.",₹0,10/06/2025 17:00,₹0,
NIQ 06/EE/Kanpur/2025-26,Construction of 350 Nos. Bedded Hostel including EI Wet Riser & Alarm System Sub-Station DG Set Lift Solar VRV/VRF CCTV Horticulture work at NSI Kanpur SH Consultancy for GRIHA 5- star facilitation services.,"₹7,02,100",04/06/2025 15:00,"₹14,042",04/06/2025 15:30
20/EE/CCD/2025-26,"Construction of Lab under PM SHRI for KV School, Dharmapuri.","₹42,81,115",04/06/2025 15:00,"₹85,622",04/06/2025 15:30
42/EE/E/PEED/2025-2026,Providing street lighting CCTV security equipments up gradation of sub station UPS HVAC and EI works and Horticulture works etc. at Rashtrapati Ashiana DehradunSubwork/Packages:Lily pond work,"₹13,75,640",04/06/2025 15:00,"₹27,513",04/06/2025 15:30
11/EE(E)/ICED/2025-26,"MOEI and Fans i/c Street Lights, Pumping sets at NRCS Campus at Indore(M.P.) SH:- Providing Services of Maintenance Staff for 2025-26Subwork/Packages:MOEI and Fans i/c Street Lights, Pumping sets at NRCS Campus at Indore(M.P.) SH: Providing Services of Maintenance Staff for 2025-26","₹17,16,123",04/06/2025 15:00,"₹34,322",04/06/2025 15:30
"21/EE (E)/CED-I/25-26, CESD-III","Providing New Incoming Panel board for main building, CCD Hatchery and fish hatchery at MES of CIBA, Muttukadu. SH: Hiring of 82.5 KVA DG set, cables, replacement of UG cable for pumpset.Subwork/Packages:Hiring of 82.5 KVA DG set, Cables, replacement of UG cable for pumpset.","₹4,60,768",05/06/2025 15:00,"₹9,215",05/06/2025 15:30
"01/EE&SM(E),Hyd/AE(E)-1/2025-26","construction of one tower of office complex and another tower of residential quarters on EPC mode-1 basis for GST commissionerates at Khajaguda, serilingampally, Hyderabad (SH: Hiring of 1 No inspection vehicle i/c driver for official use of EE&SM(E) under CE cum ED, CPWD, HyderabadSubwork/Packages:Providing / Hiring of 1 No Petrol/ Diesel/ Electric Inspection Vehicle i/s driver for official use of EE&SM(E) under CEcumED, CPWD, Hyderabad","₹5,82,351",04/06/2025 15:00,"₹11,647",04/06/2025 15:30
NIT No. 23/EE(E)-I-Hyd.AE(E)-I/II/2025-2026.,"Supply, installation, testing and commissioning of onload changeover switch for 320 and 160 KVA DG sets and providing shed for RO plant at NIPHM Campus, Rajendranagar, Hyderabad.","₹3,77,018",04/06/2025 15:00,"₹7,540",04/06/2025 15:30
02/ADH/HSD/GNR/2025-26,"Maintenance of Lawn area at Census Bhawan Office Bldg. Sector 10, Gandhinagar, Gujarat during 2025-26.","₹4,66,400",04/06/2025 15:00,"₹9,328",04/06/2025 15:30
NIQ07/EE/Kanpur/2025-26,"Construction of centralized Mess inclduing IEI Fans DG set Fire fight Fire Alarm etc. at NSI, Kanpur UP SH Consultancy for SVA-GRIHA facilitation Services","₹2,30,100",04/06/2025 15:00,"₹4,602",04/06/2025 15:30
09/DDH/Nagpur/2025-26,Development of garden area attached to Central Power  Research Institute CPRI village Dhuti Wardha Road Nagpur during 2025-26 SH Development of Garden areaSubwork/Packages:SH Development of Garden area,"₹10,92,364",04/06/2025 15:00,"₹21,847",04/06/2025 15:30
09/NIT/EE/AHMD/2025-26,Construction of Processing lab (Workshop-2) at Institute of Plastic Waste Management Center GIDC at Sanand (Gujarat) during 2024- 25. SH : Finishing and Flooring works,"₹36,02,296",04/06/2025 15:00,"₹72,046",04/06/2025 15:30
12/2025-26/EE/CPWD/Vijayawada,Providing and fixing of concertina coil fencing on existing compound wall at Jawahar Navodaya Vidyalaya at Ongole Prakasam District Andhra PradeshSubwork/Packages:One,"₹8,35,892",04/06/2025 17:00,"₹16,718",04/06/2025 17:30
08/EE(E)/JED/Jamnagar/2025-26,"Providing and Fixing of Audio Video System in Conference Hall at Rasshala Building, ITRA Jamnagar.","₹30,22,502",04/06/2025 15:00,"₹60,450",04/06/2025 15:30
25/EE(E)/NED/2025-26,"Upgradation of existing meter panel by cubical type panel board for Type-II old and Type-III old at GPRA Seminary hills, Nagpur","₹22,89,420",04/06/2025 15:05,"₹45,788",04/06/2025 15:30
04/EE-RKL/CPWD/2025-26,"Third Party Assurances of Construction of EMRS School Building (G plus 2), Boys Hostel Building ( G plus 2), Girls Hostel Building (G plus 2), 2 nos Warden Residence (S/S), Kitchen & Dinning Block (S/S), Principal Quarter (S/S), 12 nos Type-III Qtrs (G plus 2), 4 nos Type-III Qtrs ( G plus 1), 10 nos Type -II Qtrs ( G plus 2) i/c Water Supply & Sanitary installation, IEI, Sub Stations, Pump house , DGs Set, Firer Fighting, Fire Alarm etc. and Development  of site & other miscellaneous works at Nuagaon (Hatibari), Dist-Sundargarh, Odisha.",₹0,10/06/2025 17:00,₹0,
07/AE-III/BHOPAL/EE-II/2025-26,"Construction of Hostel and Dining Hall for 1050 students with 4 students per room at IISER Bhopal SH: Hiring of inspection vehicle including driver on monthly basis for office of the AE-III EE-II, CPWD, BhopalSubwork/Packages:Hiring of inspection vehicle including driver on monthly basis for office of the AE-III, EE-II, CPWD, Bhopal","₹2,43,777",04/06/2025 15:00,"₹4,876",04/06/2025 15:30
05/EE&SM(C)/PPD/CPWD/2025-2026,Construction of 2 Nos. of New Badminton Court and side wall upto 1.2meter along with flooring for the existing shed at Auroville.Subwork/Packages:Construction of 2 Nos. of New Badminton Court and Side Wall upto 1.2 meter along with Flooring for the existing shed at Auroville.,"₹15,06,108",05/06/2025 15:00,"₹30,123",05/06/2025 15:30
16/EE/FD/2025-26/Recall,"A/A to Nirman Bhawan, New Delhi, dg, 2025-26 (SH: Improvement of various rooms of Senior Officers in A and E-wing and other Misc. work at Nirman BhawanSubwork/Packages:work","₹24,26,147",04/06/2025 15:00,"₹48,523",04/06/2025 15:30
25/AE(E)/HCESD-I/IV/2025-26,"Supplying and fixing of some electrical points fittings and installations at Meter Testing Lab at CPRI Medipally Hyderabad
Sub Head Providing internal electrical installations and water dispenserSubwork/Packages:Providing internal electrical installations and water dispenser","₹4,56,419",04/06/2025 15:00,"₹9,128",04/06/2025 15:30
